Date,AAPL,AMZN,GOOGL,MSFT,TSLA
2/24/2021,122.6224594,157.9765015,103.8141632,226.7877197,247.3399963
2/25/2021,118.357338,152.8580017,100.4334183,221.4116974,227.406662
2/26/2021,118.6214676,154.6464996,100.7303391,224.6894989,225.1666718
3/1/2021,125.0093765,157.3070068,103.1092224,229.0986023,239.4766693
3/2/2021,122.3974762,154.7265015,102.8511581,226.1302185,228.8133392
3/3/2021,119.404068,150.25,100.2072372,220.0290375,217.7333374
3/4/2021,117.5160446,148.8784943,101.3291702,219.2265472,207.1466675
3/5/2021,118.7779999,150.022995,104.4747696,223.9353333,199.3166656
3/8/2021,113.8280792,147.5975037,100.0124435,219.8646698,187.6666718
3/9/2021,118.4551544,153.1425018,101.6495132,226.0431976,224.5266724
3/10/2021,117.3693161,152.8820038,101.4417648,224.7281647,222.6866608
3/11/2021,119.3062286,155.6795044,104.647644,229.2823181,233.1999969
3/12/2021,118.3964767,154.4745026,102.129776,227.9480286,231.2433319
3/15/2021,121.2920532,154.0839996,102.350975,227.039093,235.9799957
3/16/2021,122.8376694,154.5930023,103.8181534,229.8431396,225.6266632
3/17/2021,122.0452957,156.786499,103.7349548,229.195282,233.9366608
3/18/2021,117.907341,151.3995056,100.7019501,223.0844727,217.7200012
3/19/2021,117.379097,153.7480011,100.9819336,222.7267151,218.2899933
3/22/2021,120.7051163,155.5435028,101.1677628,228.180069,223.3333282
3/23/2021,119.8736191,156.875,101.6978378,229.7174377,220.7200012
3/24/2021,117.4769135,154.3535004,101.2594299,227.6676025,210.0899963
3/25/2021,117.9660568,152.3130035,101.2559357,224.6508331,213.4633331
3/26/2021,118.5725479,152.6015015,100.8708344,228.6538544,206.2366638
3/29/2021,118.748642,153.786499,101.9200211,227.4548492,203.7633362
3/30/2021,117.2910538,152.7644958,101.9539108,224.177063,211.8733368
3/31/2021,119.4920883,154.7039948,102.7535172,227.9673462,222.6433258
4/1/2021,120.3236008,158.0500031,106.1043625,234.3296051,220.5833282
4/5/2021,123.1604996,161.3365021,110.5472565,240.827179,230.3500061
4/6/2021,123.4637451,161.1909943,110.064003,239.6572113,230.5399933
4/7/2021,125.1169739,163.9694977,111.5471268,241.6296997,223.656662
4/8/2021,127.5234299,164.9649963,112.1150742,244.8688354,227.9333344
4/9/2021,130.1060486,168.6100006,113.1234207,247.382843,225.6733398
4/12/2021,128.3843384,168.9694977,111.8256226,247.4408417,233.9933319
4/13/2021,131.5048676,170,112.3143539,249.9354248,254.1066742
4/14/2021,129.1571045,166.6499939,111.6906128,247.1314087,244.0766602
4/15/2021,131.5733643,168.9544983,113.8497849,250.9120178,246.2833405
4/16/2021,131.2407837,169.9720001,113.725235,252.1109467,246.593338
4/19/2021,131.9059601,168.6004944,114.0744705,250.1771088,238.2100067
4/20/2021,130.213623,166.7344971,113.5389175,249.7130585,239.6633301
4/21/2021,130.5951385,168.1009979,113.5060349,251.9562378,248.0399933
4/22/2021,129.0690765,165.4519958,112.2191925,248.6591339,239.8966675
4/23/2021,131.3973083,167.0440063,114.581131,252.5074158,243.1333313
4/26/2021,131.7886047,170.4499969,115.0793304,252.8941956,246.0666656
4/27/2021,131.4657745,170.8715057,114.1352539,253.3002472,234.9133301
4/28/2021,130.6733704,172.9250031,117.5259628,246.1354675,231.4666595
4/29/2021,130.5755615,173.565506,119.205864,244.1533508,225.6666718
4/30/2021,128.5995026,173.3710022,117.2499542,243.834259,236.4799957
5/3/2021,129.6560211,169.3244934,116.7308426,243.5248108,228.3000031
5/4/2021,125.0680771,165.5935059,114.9248886,239.5895233,224.5333405
5/5/2021,125.3126373,163.5269928,115.3204575,238.3132324,223.6466675
5/6/2021,126.9169388,165.3184967,116.4453735,241.4653015,221.1799927
5/7/2021,127.5931015,164.5805054,117.1717377,244.1049805,224.1233368
5/10/2021,124.3006058,159.5245056,114.1736069,238.9997253,209.6799927
5/11/2021,123.3795013,161.1954956,113.0930252,238.0811768,205.7333374
5/12/2021,120.302597,157.5970001,109.6151352,231.0904388,196.6300049
5/13/2021,122.4584045,158.0735016,111.0494385,234.9870911,190.5633392
5/14/2021,124.8885498,161.1450043,113.5075226,239.9376526,196.5800018
5/17/2021,123.732254,163.5195007,114.0326233,237.0659332,192.2766724
5/18/2021,122.3408051,161.6139984,112.7148972,235.0354462,192.6233368
5/19/2021,122.1840363,161.5899963,113.1647644,235.6168976,187.8200073
5/20/2021,124.751358,162.3840027,114.9308701,238.8732147,195.593338
5/21/2021,122.9091492,160.154007,114.2921753,237.6036682,193.6266632
5/24/2021,124.5455704,162.2494965,117.6256027,243.0405121,202.1466675
5/25/2021,124.3495941,162.9524994,117.7167664,243.9514771,201.5633392
5/26/2021,124.3006058,163.2579956,118.5856247,243.7286072,206.3766632
5/27/2021,122.762146,161.5054932,117.7073059,241.6158295,210.2833405
5/28/2021,122.105629,161.1535034,117.4168472,241.974411,208.406662
6/1/2021,121.7822495,160.9324951,118.628952,239.7647858,207.9666595
6/2/2021,122.5465698,161.6994934,118.1013718,239.6679077,201.706665
6/3/2021,121.0571365,159.3504944,116.9550323,238.1269836,190.9466705
6/4/2021,123.3599014,160.3110046,119.2462158,243.0502014,199.6833344
6/7/2021,123.3696976,159.9004974,119.6811447,245.9769745,201.7100067
6/8/2021,124.1928177,163.2055054,119.4888458,244.7752686,201.1966705
6/9/2021,124.5749664,164.0574951,119.9621277,245.7637634,199.593338
6/10/2021,123.5754852,167.4824982,121.3167191,249.3011322,203.3733368
