Date,MKS.L,SBRY.L,TSCO.L
3/21/2022,160.6222076,222.005188,244.2669678
3/22/2022,157.3159943,219.9645386,245.7201385
3/23/2022,156.5758057,219.0292053,243.1660461
3/24/2022,151.8385773,220.6447449,242.2413025
3/25/2022,153.2202606,220.8998108,242.8578186
3/28/2022,153.3189545,221.9201355,246.8210449
3/29/2022,163.1882172,219.1142578,246.8210449
3/30/2022,157.9575195,222.1751862,249.1109161
3/31/2022,152.6774597,214.862915,243.0779724
4/1/2022,155.884964,211.631897,245.7201385
4/4/2022,157.5627441,210.1864319,242.9898987
4/5/2022,156.0823517,209.6762695,241.9330597
4/6/2022,148.6804047,205.0848389,240.1716003
4/7/2022,148.927124,209.1660919,240.1716003
4/8/2022,151.3944397,209.6762695,238.9385986
4/11/2022,151.4437866,213.5025024,242.3734131
4/12/2022,151.345108,207.9757233,238.322113
4/13/2022,148.1376038,202.8741302,233.5662537
4/14/2022,147.1506805,205.594986,234.5350037
4/19/2022,145.9170074,208.230835,238.0578918
4/20/2022,147.1999969,205.6800079,234.7111816
4/21/2022,152.7267914,206.2752075,233.4781799
4/22/2022,149.9140625,204.6596832,233.9185638
4/25/2022,150.9996796,206.9554138,236.5606842
4/26/2022,139.8474121,204.2345428,237.9698486
4/27/2022,135.1595154,203.2142181,240.9642639
4/28/2022,137.0840149,194.4564667,239.8193359
4/29/2022,135.9490662,198.367691,239.5550995
5/3/2022,141.525177,204.8297272,243.694519
5/4/2022,138.8604889,198.7077942,239.2908936
5/5/2022,134.0739136,197.2623596,239.2908936
5/6/2022,132.2974243,193.7762451,239.0267029
5/9/2022,131.0637817,198.1126099,242.637619
5/10/2022,132.5935059,198.1126099,244.134903
5/11/2022,134.9127655,196.752182,242.9898987
5/12/2022,139.0578613,198.367691,241.4046631
5/13/2022,139.8474121,203.0441742,247.6577454
5/16/2022,142.4134216,207.9757233,252.5016632
5/17/2022,141.1304169,204.1495209,245.103653
5/18/2022,135.208847,203.2142181,234.3588867
5/19/2022,131.8533325,201.5136871,231.3659058
5/20/2022,135.1101532,197.8575439,236.0820923
5/23/2022,134.7153931,198.367691,237.5332489
5/24/2022,130.5209656,197.5174255,234.2681885
5/25/2022,136.8372803,194.9666138,231.5473175
5/26/2022,147.6441345,197.5174255,233.9961243
5/27/2022,147.8908539,196.4971161,234.449585
5/30/2022,150.3088379,196.4971161,235.0844727
5/31/2022,147.8908539,194.2013855,234.9030609
6/1/2022,147.9402008,193.1810455,234.8123627
6/6/2022,148.8284454,193.6912079,236.2634888
6/7/2022,144.5353088,188.2495117,233.9961243
6/8/2022,146.3117676,189.099762,235.5379486
6/9/2022,142.2160339,186.3411255,228.735733
6/10/2022,138.3176727,189.811676,226.8311157
6/13/2022,135.3569031,182.3366852,223.2032623
6/14/2022,132.988266,180.9128723,223.7474213
6/15/2022,137.2320709,186.6970825,227.8287506
6/16/2022,130.7677002,184.8283386,226.4683075
6/17/2022,136.4425201,183.1375732,228.2822571
6/20/2022,139.946106,185.4512634,228.463623
6/21/2022,139.4033051,182.5146484,226.559021
6/22/2022,136.7386017,184.3833923,224.4730072
6/23/2022,137.2320709,181.9807129,223.6567383
6/24/2022,142.1173401,187.5869751,231.6380005
6/27/2022,143.0549164,188.2988892,230.7310333
6/28/2022,142.5614624,189.9896393,232.7263641
6/29/2022,138.2683411,187.7649536,234.2681885
6/30/2022,133.7284698,181.5357819,231.728714
7/1/2022,136.393158,184.5613556,231.0938416
7/4/2022,137.9722595,185.4512634,233.5426331
7/5/2022,135.6529846,187.4089966,231.728714
7/6/2022,133.2350006,191.0575104,233.814682
7/7/2022,136.8866272,190.3456116,233.1798401
7/8/2022,132.5441742,193.0152283,237.4425507
7/11/2022,132.988266,191.5024414,235.7193451
7/12/2022,132.7415466,191.5024414,235.6286316
7/13/2022,130.5209656,191.1464844,232.9077301
7/14/2022,127.8069077,186.786087,232.7263641
7/15/2022,132.8895721,189.811676,234.8123627
7/18/2022,135.0608368,191.7694092,235.8100281
7/19/2022,140.9823914,192.748291,237.8960419
7/20/2022,141.525177,192.4813232,235.6286316
7/21/2022,141.1797791,192.748291,236.8076935
7/22/2022,142.9068909,196.129837,235.2658539
7/25/2022,143.4990234,196.8417511,240.1634521
7/26/2022,133.6791382,190.8795319,234.6309814
7/27/2022,136.7879333,193.5492096,236.8076935
7/28/2022,137.7255249,194.4390564,236.444931
7/29/2022,139.6006775,196.6637573,238.1681519
8/1/2022,139.4033051,196.2188263,240.0727386
8/2/2022,136.6892395,196.3967896,240.9797363
8/3/2022,135.5049286,193.9051361,239.4378967
8/4/2022,137.4788055,194.8839874,238.9844055
8/5/2022,134.3699799,193.1042328,237.6239319
8/8/2022,137.0346832,194.0831146,237.7146606
8/9/2022,136.7879333,193.1042328,239.1657867
8/10/2022,140.4889221,196.9307404,242.1587677
8/11/2022,134.4686737,195.9518585,240.3448334
8/12/2022,134.3699799,195.8628693,238.8937073
8/15/2022,133.4817505,196.9307404,241.433197
8/16/2022,135.5542908,199.0664368,242.9750214
8/17/2022,133.0869751,196.8417511,243.8819885
8/18/2022,131.3598633,196.9307404,245.5145416
8/19/2022,129.5834045,195.328949,245.6959076
8/22/2022,128.004303,194.6170197,245.2424164
8/23/2022,127.3134613,191.4134674,241.161087
8/24/2022,125.5863342,186.6970825,235.2658539
8/25/2022,120.0101929,185.5402374,232.6356506
8/26/2022,118.7271957,180.378952,229.189209
8/30/2022,120.4543228,183.048584,227.6473694
8/31/2022,120.306282,181.0018463,225.5613556
9/1/2022,120.1088867,177.9762573,221.4800415
9/2/2022,119.664772,180.8238678,224.6543884
9/5/2022,122.0334015,182.4256592,226.377655
9/6/2022,127.9549561,186.786087,232.0914917
9/7/2022,120.4049759,184.2054291,226.105545
9/8/2022,115.3223038,175.8405457,215.3126831
9/9/2022,116.1118469,180.2899475,217.5800781
9/12/2022,125.0435257,189.90065,229.552002
9/13/2022,120.306282,186.875061,222.4776764
9/14/2022,118.6285019,180.5569,215.2220001
9/15/2022,114.2366867,179.4890594,210.4151001
9/16/2022,112.8056412,180.467926,209.9616241
9/20/2022,110.2889786,172.8149414,203.2501068
9/21/2022,109.4500961,173.3488617,204.7919464
9/22/2022,108.9566269,174.149765,205.8802948
9/23/2022,105.1569672,171.7025757,199.7129517
9/26/2022,101.6533737,170.6062622,197.3548737
9/27/2022,100.962532,168.2765503,195.9944153
9/28/2022,102.344223,162.2698517,191.822403
9/29/2022,94.29090881,153.3265533,181.6644287
9/30/2022,97.38986206,155.106308,187.5596771
10/3/2022,97.86358643,157.1085358,189.4642792
10/4/2022,101.1105652,160.7125702,190.4619446
10/5/2022,95.61339569,153.2375488,182.5713654
10/6/2022,94.92253876,151.235321,181.0295563
10/7/2022,92.63287354,151.4132996,182.0272064
10/10/2022,95.23836517,153.9494629,186.9248047
10/11/2022,96.91613007,155.9517059,187.7410736
10/12/2022,91.98149872,152.5256195,180.6213989
10/13/2022,97.15299988,157.197525,185.8005219
10/14/2022,98.10044861,158.9772797,186.9103394
10/17/2022,102.2948837,162.5813141,190.2397461
10/18/2022,101.9494629,164.1386108,189.2224426
10/19/2022,100.6171036,162.8037872,189.5923767
10/20/2022,101.9988022,164.5835266,191.8119659
10/21/2022,100.0249481,165.4289246,193.4766998
10/24/2022,101.1105652,166.6302795,194.9564362
10/25/2022,105.1076202,169.1664429,195.1414337
10/26/2022,106.6867065,170.9906769,196.251236
10/27/2022,107.4762421,172.0140533,196.8061218
10/28/2022,102.8870392,169.47789,196.7136536
10/31/2022,104.120697,172.9929047,198.9332886
11/1/2022,109.3514023,177.6203156,201.4303436
11/2/2022,109.74617,176.0630188,200.5055084
11/3/2022,108.1670837,188.2988892,206.2395172
11/4/2022,111.1772156,185.7182159,206.424469
11/7/2022,113.4964905,193.9941254,210.5862579
11/8/2022,115.5196915,195.0619812,212.9908447
11/9/2022,111.6213303,194.3500671,211.1411591
11/10/2022,118.4311142,192.8097687,210.771225
11/11/2022,123.0696716,197.8836975,211.0486908
11/14/2022,123.6124802,199.5146179,213.0833282
11/15/2022,123.0696716,195.7997742,210.3088074
11/16/2022,118.1843872,191.1788635,208.9215393
11/17/2022,119.1219635,191.0882416,209.4764557
11/18/2022,121.8360138,196.4340057,213.9156952
11/21/2022,118.2830811,196.3433838,214.5630798
11/22/2022,121.2438583,199.9676514,217.3376007
11/23/2022,124.0072556,202.32341,218.3549347
11/24/2022,125.0928726,204.8603821,219.7421875
11/25/2022,124.0566025,204.0449219,217.3376007
11/28/2022,122.3294754,202.6858368,215.1179962
11/29/2022,120.8490906,202.1422119,215.487915
11/30/2022,118.9739304,201.6891632,210.4012756
12/1/2022,120.9477844,201.1455231,211.5110931
12/2/2022,121.5399399,202.8670349,211.3261261
12/5/2022,120.6517029,204.2261353,212.8058929
12/6/2022,119.8621521,205.1321869,211.7885437
12/7/2022,120.602356,204.6791534,211.1411591
12/8/2022,120.7010574,203.138855,213.5457611
12/9/2022,121.441246,205.1321869,210.771225
12/12/2022,117.641571,200.6925049,209.753891
12/13/2022,121.194519,201.3267365,209.4764557
12/14/2022,120.306282,199.786438,208.7365723
12/15/2022,118.8258896,197.7931061,206.7019196
12/16/2022,117.2468185,197.4306793,205.5921326
12/19/2022,118.6778488,199.4240112,206.8868866
12/20/2022,119.6154251,199.786438,207.5342865
12/21/2022,121.2932053,200.9643097,209.8463745
12/22/2022,118.4804688,199.4240112,209.1065216
12/23/2022,121.9840546,198.699173,209.6614075
12/28/2022,120.7997437,197.9743195,206.7019196
12/29/2022,122.6749039,198.5179443,207.4417877
12/30/2022,121.6879807,197.2494507,207.3493042
1/3/2023,124.9941864,203.7731018,211.7885437
1/4/2023,129.9288025,213.5585632,217.3376007
1/5/2023,134.3699799,217.3640137,220.5745392
1/6/2023,135.7516785,220.7164612,223.2565765
1/9/2023,139.2552643,223.8876648,224.9212952
1/10/2023,139.452652,222.7097931,223.9039764
1/11/2023,141.525177,219.1761322,225.3836975
1/12/2023,143.4003448,221.5318909,227.510849
1/13/2023,143.9924927,218.3606873,227.1409149
1/16/2023,148.1376038,220.4446411,228.8981018
1/17/2023,148.927124,221.4412842,229.1755524
1/18/2023,149.124527,219.8103943,229.1755524
1/19/2023,147.2493591,218.4512787,229.5454865
1/20/2023,149.0258331,220.5352325,229.2680511
1/23/2023,146.9039307,221.8037262,231.0252533
1/24/2023,145.8183136,219.3573608,225.5686798
1/25/2023,143.1536102,216.5485687,226.2160797
1/26/2023,143.6470795,216.9109802,227.1409149
1/27/2023,144.2885742,228.7803955,228.3432007
1/30/2023,145.1768341,238.112793,228.9906006
1/31/2023,143.8938141,237.9315948,227.4183502
2/1/2023,148.1376038,238.9282684,228.8981018
2/2/2023,158.9444427,242.3713226,229.63797
2/3/2023,160.8689423,242.3713226,227.8807831
2/6/2023,156.5264587,241.5558472,227.9732666
2/7/2023,155.9342957,242.8243256,228.1582184
2/8/2023,156.7238464,239.4718933,225.9386292
2/9/2023,156.3784332,240.0155334,226.0310974
2/10/2023,151.6411743,235.3040466,224.7363281
2/13/2023,151.7398682,235.7570801,224.6438141
2/14/2023,151.5918427,239.5625153,227.3258667
2/15/2023,151.2464142,240.2873535,231.2102051
2/16/2023,151.7892303,239.9249115,231.3027039
2/17/2023,148.7790985,239.5625153,232.0425568
2/20/2023,148.7297516,239.0188751,232.3200073
2/21/2023,150.5555725,238.0222321,231.0252533
2/22/2023,148.5323639,238.2034149,230.4703369
2/23/2023,150.7529449,238.837677,230.2853699
2/24/2023,150.9009857,238.2940216,228.3432007
2/27/2023,155.7862854,245.7237396,235.0945435
2/28/2023,157.9081573,243.0055695,235.8344269
3/1/2023,155.884964,240.8309784,232.5974731
3/2/2023,156.1810455,240.4685516,235.0020447
3/3/2023,158.1055298,239.5625153,237.0366974
3/6/2023,158.9444427,240.6497803,240.3661346
3/7/2023,158.1055298,238.5658569,239.6262665
3/8/2023,158.4016113,239.0188751,240.9210205
3/9/2023,158.2536011,237.9315948,243.0481415
3/10/2023,155.9342957,235.6664429,240.0886841
3/13/2023,150.1607819,230.4113159,235.8344269
3/14/2023,153.5163422,233.0388794,235.6494446
3/15/2023,143.4990234,229.3240356,232.967392
3/16/2023,144.6833649,230.5924988,233.0598907
3/17/2023,139.7487335,225.79039,228.3432007
3/20/2023,142.1667023,228.1461487,230.9327393
3/21/2023,146.1143951,237.7503815,237.4990997
3/22/2023,152.6280975,239.3813171,239.5337524
3/23/2023,154.7006531,237.9315948,234.7246094
3/24/2023,150.5062103,234.7603912,231.9500732
3/27/2023,153.0722198,236.7536926,232.5049744
3/28/2023,156.7238464,239.9249115,235.7419128
3/29/2023,157.6120758,242.6431122,242.7707214
3/30/2023,163.8297119,249.8010254,244.9903259
3/31/2023,164.8166351,252.5191803,245.7302246
4/3/2023,163.8790588,251.3412933,244.250473
4/4/2023,161.4117584,248.8043365,244.7128906
4/5/2023,161.5597839,247.0828094,244.065506
4/6/2023,160.4741821,247.4452515,244.250473
4/11/2023,163.1388702,253.0627899,247.579895
4/12/2023,163.6323395,253.6064606,247.3024445
4/13/2023,163.6323395,252.0661621,248.7822113
4/14/2023,165.0633698,250.3446045,248.0423279
4/17/2023,166.4450531,252.7910156,251.6491852
4/18/2023,167.0372162,253.9688416,252.8514709
4/19/2023,162.7934418,255.6903992,255.1635742
4/20/2023,160.4741821,252.9722137,253.9612885
4/21/2023,161.7571716,255.2373962,257.9381409
4/24/2023,162.4973602,254.1500702,257.1982422
4/25/2023,162.3493347,254.1500702,257.3832092
4/26/2023,164.5205536,257.2307129,258.5855103
4/27/2023,161.70784,248.3513031,257.7531128
4/28/2023,162.2012939,250.4352417,259.9727478
5/2/2023,162.3986816,256.7776184,259.695282
5/3/2023,161.2637024,255.146759,258.9554443
5/4/2023,159.6846313,255.146759,259.4178772
5/5/2023,162.5960541,260.3112793,261.72995
5/9/2023,166.000946,262.3952637,263.2096863
5/10/2023,164.8659821,258.4086304,257.0132751
5/11/2023,165.7048645,260.3112793,259.6227722
5/12/2023,165.5074768,262.1234131,261.615509
5/15/2023,164.2738342,260.4924927,259.2432251
5/16/2023,162.7440948,258.6803894,257.0606995
5/17/2023,161.70784,256.6870422,255.5424347
5/18/2023,159.8326721,256.2340088,254.6884003
5/19/2023,159.4378967,254.6031494,253.0752716
5/22/2023,160.6222076,252.2473755,254.0241852
5/23/2023,161.4611053,251.8849335,254.4037628
5/24/2023,182.3345795,252.7003784,252.1263733
5/25/2023,178.9296875,249.2573853,251.4621124
5/26/2023,177.1532135,249.166748,250.3233948
5/30/2023,178.7322998,245.9955597,248.8051453
5/31/2023,176.2649841,245.1801147,247.4766693
6/1/2023,179.4231415,247.1734161,247.5715637
6/2/2023,183.6175842,252.3379822,248.9949493
6/5/2023,185.4433899,250.2540436,249.6591949
6/6/2023,185.1473236,252.9722137,249.6591949
6/7/2023,187.2692108,251.8849335,249.6591949
6/8/2023,187.7626648,250.6667633,248.6153564
6/9/2023,185.7888184,250.1982117,248.5204773
6/12/2023,185.3447113,252.8220062,249.7540894
6/13/2023,186.6770477,254.4150391,248.9000549
6/14/2023,189.6871796,255.3520966,250.5132141
6/15/2023,188.8482971,255.2583923,250.9876556
6/16/2023,187.9107056,252.9157104,249.4693909
6/19/2023,186.035553,248.9799957,245.5788422
6/20/2023,184.6044922,246.9184418,245.483963
6/21/2023,185.1966553,243.7324219,245.3890686
6/22/2023,185.5420837,241.3897247,236.1846008
6/23/2023,182.6800079,241.0149078,236.0897217
6/26/2023,185.6901245,247.2932739,238.9364624
6/27/2023,186.035553,248.0429535,239.6955872
6/28/2023,188.4535065,254.5087433,242.8269958
6/29/2023,187.9107056,249.4485779,234.2867737
6/30/2023,190.1806488,252.0723267,235.7101593
7/3/2023,193.1907654,257.3199768,239.126236
7/4/2023,189.6871796,252.6345825,235.1407928
7/5/2023,190.1312866,253.0094452,236.0897217
7/6/2023,183.4202118,251.884903,236.5641785
7/7/2023,188.9963379,253.4779663,233.8123169
7/10/2023,190.1806488,251.0415497,233.8123169
7/11/2023,191.1182098,250.3856354,232.8634033
7/12/2023,195.5593872,252.1660614,237.6079712
7/13/2023,194.2763977,256.1017761,236.4692841
7/14/2023,192.3518829,256.7577209,237.2284088
7/17/2023,191.9571075,253.9464874,236.1846008
7/18/2023,199.4577484,259.5689697,238.3670959
7/19/2023,202.2211304,265.2850647,243.9656982
7/20/2023,202.1224365,267.5340576,246.6226654
7/21/2023,201.6289825,266.128418,246.9073486
7/24/2023,203.1093597,264.7228088,248.0460052
7/25/2023,199.4577484,263.0361023,246.7175446
7/26/2023,203.0106659,268.2836914,249.8489532
7/27/2023,204.5897675,267.4403381,247.3818207
7/28/2023,203.2080536,264.8165283,248.0460052
7/31/2023,203.6028442,259.9437561,244.8197327
8/1/2023,204.4910736,261.4430847,245.5788422
8/2/2023,203.7015228,258.257019,241.9729919
8/3/2023,202.9119873,254.1339111,238.5568848
8/4/2023,203.6028442,254.8835602,237.7028656
8/7/2023,200.4446716,253.3842621,238.9364624
8/8/2023,201.332901,251.7912292,239.126236
8/9/2023,201.6289825,251.0415497,238.7466736
8/10/2023,202.3198242,251.6038055,241.7832031
8/11/2023,199.6551361,249.6359863,238.3670959
8/14/2023,202.0237427,249.7296753,237.6079712
8/15/2023,218.7028046,248.2303467,235.3305817
8/16/2023,228.5720673,249.2611542,237.0386353
8/17/2023,222.8478851,246.2624817,233.9072113
8/18/2023,218.1106415,245.5128632,236.9437256
8/21/2023,216.630249,244.1072388,239.126236
8/22/2023,214.853775,241.4834442,237.9875336
8/23/2023,212.4851837,241.4834442,240.359848
8/24/2023,212.0904083,242.3268127,242.1627655
8/25/2023,214.2616425,245.4191284,246.812439
8/29/2023,219.09758,250.2919312,250.1336365
8/30/2023,221.2687988,250.8541565,250.7029877
8/31/2023,223.8348236,253.1031342,252.1263733
9/1/2023,225.216507,253.2905426,251.1774292
9/4/2023,224.032196,251.6975403,250.3233948
9/5/2023,220.8740387,248.6988831,243.2065582
9/6/2023,220.5779572,248.792572,243.8708038
9/7/2023,217.6171722,247.9492188,242.4474487
9/8/2023,218.9988708,250.1045074,245.3890686
9/11/2023,217.6171722,252.1660614,246.4328766
9/12/2023,219.7884216,255.6332092,249.0898285
9/13/2023,218.2093353,256.3829041,250.2285309
9/14/2023,216.0380859,258.8192749,253.2650452
9/15/2023,216.8276367,262.0053101,256.8709412
9/18/2023,219.5910339,258.8192749,257.6300659
9/19/2023,225.5125885,258.1633301,259.1483459
9/20/2023,228.0786133,259.4751892,256.6811218
9/21/2023,233.0132294,257.3199768,255.7322083
9/22/2023,233.8027802,255.7269135,257.0606995
9/25/2023,232.5197754,252.4471588,255.0679626
9/26/2023,232.8158417,245.2317352,256.3016052
9/27/2023,233.8027802,236.7043762,251.7467804
9/28/2023,232.2236938,234.5491028,251.08255
9/29/2023,233.5067139,236.8917847,250.7029877
10/2/2023,230.2498474,232.2064362,248.4255829
10/3/2023,225.4138947,232.7686615,246.3379822
10/4/2023,222.1570435,238.1100006,256.8709412
10/5/2023,224.4269562,240.2652435,266.0753479
10/6/2023,227.3877563,237.9225464,264.1775513
10/9/2023,218.1106415,234.8302307,260.3818665
10/10/2023,222.4531097,241.0149078,266.0753479
10/11/2023,218.1106415,241.8582764,266.739624
10/12/2023,217.123703,242.8890533,268.6157227
10/13/2023,212.5838623,240.2652435,265.1521606
10/16/2023,216.4328613,239.421875,263.9014282
10/17/2023,219.2949524,240.0778503,265.6332092
10/18/2023,218.6041107,237.9225464,264.8635254
10/19/2023,214.9524841,239.2344666,263.5166016
10/20/2023,211.4982605,235.8609924,262.3621521
10/23/2023,214.2616425,239.0470581,261.6886597
10/24/2023,214.6564026,236.5169525,262.2659302
10/25/2023,212.287796,236.4232635,261.9772644
10/26/2023,211.5969391,238.9533386,262.7469788
10/27/2023,211.6956329,239.421875,262.0734863
10/30/2023,211.6956329,240.358963,259.7644653
10/31/2023,213.9655762,241.1085968,259.4758606
11/1/2023,221.0714264,245.3254395,260.7265625
11/2/2023,219.9857941,254.6961365,263.6128235
11/3/2023,219.5910339,257.2262573,265.344574
11/6/2023,216.1367798,253.4779663,265.4407959
11/7/2023,222.2557373,254.4150391,266.4990845
11/8/2023,240.9086456,250.8541565,267.4611816
11/9/2023,240.9086456,254.5627747,268.7118835
11/10/2023,243.1785583,253.89711,267.1725769
11/13/2023,247.7184296,257.0351563,270.8285217
11/14/2023,250.1857452,255.7038879,268.0384521
11/15/2023,251.7648315,252.5658417,263.1317749
11/16/2023,252.8547058,251.4247284,264.8635254
11/17/2023,252.9537964,253.2314606,265.5369873
11/20/2023,250.1795197,250.8541565,264.2862854
11/21/2023,249.981369,252.4707184,266.0180359
11/22/2023,248.6933136,253.9922333,269.1929321
11/23/2023,246.5135345,256.6547852,269.385376
11/24/2023,246.5135345,258.7468262,273.0413208
11/27/2023,247.3061676,262.6456604,273.8110046
11/28/2023,249.7832031,267.4953613,273.0413208
11/29/2023,251.2694244,269.5874023,273.6185913
11/30/2023,249.1887054,271.8696289,274.9654846
12/1/2023,252.0620575,270.6334229,269.0005493
12/4/2023,251.5666504,270.8236084,270.5398865
12/5/2023,249.585022,275.0076904,273.3299561
12/6/2023,255.4308014,275.7684021,275.8313904
12/7/2023,254.6381683,275.8635254,277.5631409
12/8/2023,257.8087769,280.3328552,276.9858704
12/11/2023,262.5646362,284.2316589,279.4873352
12/12/2023,260.5830383,282.2346802,278.3327942
12/13/2023,262.168335,282.4248962,278.0441895
12/14/2023,262.861908,285.5629272,277.1783142
12/15/2023,259.0968323,279.0966492,271.9830322
12/18/2023,259.1958923,279.572113,272.7527161
12/19/2023,262.0692444,280.427948,275.2541199
12/20/2023,268.9058228,284.8021851,277.6593628
12/21/2023,267.9150391,283.9463806,276.4085999
12/22/2023,269.5003052,284.8973083,275.8313904
12/27/2023,270.0948181,284.9924011,278.2366028
12/28/2023,269.896637,284.7071228,278.0441895
12/29/2023,269.896637,287.750061,279.4873352
1/2/2024,273.463562,284.1365356,281.9887695
1/3/2024,279.9038391,288.4157104,286.5105591
1/4/2024,281.3900452,293.0752869,290.9361877
1/5/2024,281.5882263,293.8359985,289.493042
1/8/2024,287.8303223,295.1672974,291.9945068
1/9/2024,283.6688843,290.8881226,289.1082153
1/10/2024,275.1479492,272.4401855,285.1636658
1/11/2024,260.880249,267.3051758,281.3153076
1/12/2024,259.5922241,272.7254333,285.6446838
1/15/2024,257.6105957,273.6763611,289.2044373
1/16/2024,257.2142944,273.6763611,290.8399963
1/17/2024,251.1703339,271.394165,288.2423401
1/18/2024,251.665741,268.9217529,284.875061
1/19/2024,248.1979065,267.5904236,284.7788391
1/22/2024,248.8914795,268.4462891,287.0878296
1/23/2024,247.0089417,266.4493408,287.4726563
1/24/2024,253.4492035,269.6824951,287.4726563
1/25/2024,258.006897,267.5904236,287.4726563
1/26/2024,253.5482788,262.4554443,282.3735962
1/29/2024,252.9537964,260.4585266,281.411499
1/30/2024,252.359314,259.8879395,281.0266724
1/31/2024,245.0273132,256.940094,275.7351685
2/1/2024,239.478775,254.0873108,272.1754456
2/2/2024,238.6861267,261.6947021,279.7759399
2/5/2024,238.6861267,259.1271973,278.8138428
2/6/2024,242.7484589,262.0750732,278.9100647
2/7/2024,238.785202,246.1946259,269.385376
2/8/2024,234.8219604,246.6700897,269.7702026
2/9/2024,235.614624,243.4369507,269.8664246
2/12/2024,237.1008301,243.5320435,269.0005493
2/13/2024,232.1467896,237.541214,263.3241882
2/14/2024,232.7412567,238.4921417,266.6915283
2/15/2024,229.5706787,238.6823273,265.7294312
2/16/2024,234.8219604,240.9645233,269.0005493
2/19/2024,236.3081818,241.5350952,270.4436951
2/20/2024,239.6769409,243.7222137,273.7147827
2/21/2024,240.6677399,246.5749817,274.6768494
2/22/2024,237.0017548,241.630188,266.3066711
2/23/2024,238.785202,241.5350952,269.0967712
2/26/2024,236.7044983,241.2498169,267.9422302
2/27/2024,237.5962524,242.3909149,267.076355
2/28/2024,238.4879608,241.1547241,266.7877197
2/29/2024,234.6238098,237.3510284,268.2308655
3/1/2024,232.2458649,237.1608276,267.076355
3/4/2024,228.0844574,233.7375183,265.4407959
3/5/2024,236.8035889,235.5442657,265.8256226
3/6/2024,238.5870514,237.0657349,269.7702026
3/7/2024,242.0548859,239.6332397,272.9451294
3/8/2024,240.5686646,237.9215851,275.3503418
3/11/2024,244.036499,236.3050079,271.5019836
3/12/2024,248.4951477,238.8724976,274.9654846
3/13/2024,244.8291626,238.3970337,275.1578979
3/14/2024,242.3521271,237.446106,275.2541199
3/15/2024,243.6401672,238.9675903,276.6972656
3/18/2024,241.6585388,237.8264923,276.8896484
3/19/2024,240.9649963,237.9215851,276.7934875
3/20/2024,238.5870514,236.8755646,274.8692932
3/21/2024,247.4052429,242.0105438,280.9304504
3/22/2024,248.1979065,244.1976624,283.0470886
3/25/2024,251.7648315,244.3878632,282.56604
3/26/2024,261.474762,249.6179657,285.5484924
3/27/2024,263.4563599,258.5566406,286.8954163
3/28/2024,262.6637573,257.1302795,285.3561096
4/2/2024,259.5922241,254.6578522,283.72052
4/3/2024,264.2490234,256.940094,282.4698181
4/4/2024,263.4563599,257.8910217,281.2190857
4/5/2024,258.7995911,252.3756409,278.62146
4/8/2024,254.1427612,251.0443573,277.0820923
4/9/2024,252.4583893,251.805069,276.6010437
4/10/2024,253.3501129,254.0873108,285.7409058
4/11/2024,256.3225403,247.0504456,271.3095703
4/12/2024,253.0528564,248.7621307,272.1754456
4/15/2024,251.8638916,247.6210022,275.4465332
4/16/2024,244.730072,244.3878632,270.1550293
4/17/2024,245.8199615,246.8602905,271.5019836
4/18/2024,247.90065,249.7130432,271.9830322
4/19/2024,243.5410919,246.0995178,270.7322998
4/22/2024,254.2418518,255.7989655,280.0645752
4/23/2024,260.4839478,255.7989655,281.8925476
4/24/2024,255.4308014,254.848053,280.3532104
4/25/2024,258.3041992,244.0074921,278.8138428
4/26/2024,259.0968323,248.5719452,277.9479675
4/29/2024,257.3133545,249.5228424,280.9304504
4/30/2024,253.4492035,250.4737854,285.0674438
5/1/2024,252.1611481,251.4247284,288.6271667
5/2/2024,252.2602386,251.2345581,288.4347534
5/3/2024,255.9261932,252.3756409,286.9916077
5/7/2024,258.7005005,254.6578522,292.7641602
5/8/2024,263.654541,257.8910217,296.1315002
5/9/2024,268.1131897,260.7438049,298.4405212
5/10/2024,270.0948181,262.4554443,299.8836365
5/13/2024,272.0764465,265.3082581,300.7495422
5/14/2024,271.382843,264.927887,302.0002441
5/15/2024,273.2653809,263.5965576,298.9215698
5/16/2024,275.8415222,268.3511963,303.1219788
5/17/2024,274.157135,269.6824951,307.2729492
5/20/2024,274.2561951,270.6334229,306.7788086
5/21/2024,271.283783,269.4922791,308.2612915
5/22/2024,285.3532715,269.4922791,308.3601379
5/23/2024,289.9110107,263.7867432,308.6566162
5/24/2024,296.4503784,263.5965576,311.3251343
5/28/2024,299.2246094,265.6885986,307.4706421
5/29/2024,300.0172424,261.8848877,305.4939575
5/30/2024,303.1091919,265.3082581,307.8659668
5/31/2024,301.2141418,263.5965576,307.3717957
6/3/2024,305.3034973,265.6885986,308.4589844
6/4/2024,310.7891846,264.927887,308.3601379
6/5/2024,308.2956848,260.5536194,306.3834534
6/6/2024,309.2930908,263.3087158,305.9881287
6/7/2024,308.4951477,259.5696411,304.0114746
6/10/2024,308.7943726,258.9792786,302.2324524
6/11/2024,295.8282166,252.8786926,298.7732849
6/12/2024,301.5133667,252.2883148,298.5756226
6/13/2024,296.1274109,254.0594635,298.9709778
6/14/2024,294.6313171,254.6498108,306.5811462
6/17/2024,295.1300049,254.6498108,303.418457
6/18/2024,300.1170044,256.6177368,305.6916199
6/19/2024,301.8125916,255.4370117,305.2962952
6/20/2024,302.5107422,260.7503967,305.2962952
